Transcript PK, Syllable PK, Sequence PK
ʃʌt, ʌt, 1
ʃʌv, ʌv, 1
ʌn'kɒnʃəs, ʌn, 1
ʌn'kɒnʃəs, ɒn, 2
ʌn'kɒnʃəs, əs, 3
ʌn'sɜ:tən, ʌn, 1
ʌn'sɜ:tən, ən, 2
ʌndə, ʌn, 1
ʌndə(r)kʌt, ʌn, 1
ʌndə(r)kʌt, ər, 2
ʌndə(r)kʌt, ʌt, 3
ʌndɪskʌvə(r)d, ʌn, 1
ʌndɪskʌvə(r)d, ys, 2
ʌndɪskʌvə(r)d, ʌv, 3
ʌndɪskʌvə(r)d, ər, 4
ʌneɪbəl, ʌn, 1
ʌneɪbəl, eɪb, 2
ʌneɪbəl, əl, 3
ʌnfoʊkəst, ʌn, 1
ʌnfoʊkəst, əs, 2
ʌngreɪtfʊl, ʌn, 1
ʌngreɪtfʊl, eɪt, 2
ʌngreɪtfʊl, ʊl, 3
ʌnkənektɪd, ʌn, 1
ʌnkənektɪd, ən, 2
ʌnkənektɪd, ek, 3
ʌnkənektɪd, yd, 4
ʌnmærid, ʌn, 1
ʌnmærid, ær, 2
ʌnsiːmli, ʌn, 1
ʌnsiːmli, iːm, 2
ʌnətræktɪv, ʌn, 1
ʌnətræktɪv, ət, 2
ʌnətræktɪv, æk, 3
ʌnətræktɪv, yv, 4
ʌnəweə(r)z, ʌn, 1
ʌnəweə(r)z, əw, 2
ʌnəweə(r)z, eər, 3
ʌnɪkspektɪd, ʌn, 1
ʌnɪkspektɪd, yk, 2
ʌnɪkspektɪd, ek, 3
ʌnɪkspektɪd, yd, 4
ʌnɪntrəstɪd, ʌn, 1
ʌnɪntrəstɪd, yn, 2
ʌnɪntrəstɪd, əs, 3
ʌnɪntrəstɪd, yd, 4
ʌnʃeɪvən, ʌn, 1
ʌnʃeɪvən, eɪv, 2
ʌnʃeɪvən, ən, 3
ʌnˈdrɔːʌnˈdrɔ, ʌn, 1
ʌnˈdrɔːʌnˈdrɔ, ʌn, 2
ʌnˈfəʊld, ʌn, 1
ʌnˈfəʊld, əʊl, 2
ʌnˈhɪndʒ, ʌn, 1
ʌnˈhɪndʒ, yn, 2
ʌnˈkʌvə(r), ʌn, 1
ʌnˈkʌvə(r), ʌv, 2
ʌnˈkʌvə(r), ər, 3
ʌnˈliːʃ, ʌn, 1
ʌnˈliːʃ, iːʃ, 2
ʌnˈlɒk, ʌn, 1
ʌnˈlɒk, ɒk, 2
ʌnˈləʊd, ʌn, 1
ʌnˈləʊd, əʊd, 2
ʌnˈmaɪndfʊl, ʌn, 1
ʌnˈmaɪndfʊl, aɪn, 2
ʌnˈmaɪndfʊl, ʊl, 3
ʌnˈmænd, ʌn, 1
ʌnˈmænd, æn, 2
ʌnˈnəʊn, ʌn, 1
ʌnˈnəʊn, əʊn, 2
ʌnˈnɜː(r)v, ʌn, 1
ʌnˈnɜː(r)v, ɜːr, 2
ʌnˈsɜː(r)t(ə)nti, ʌn, 1
ʌnˈsɜː(r)t(ə)nti, ɜːr, 2
ʌnˈsɜː(r)t(ə)nti, ən, 3
ʌnˈveɪl, ʌn, 1
ʌnˈveɪl, eɪl, 2
ʌnˈwaɪnd, ʌn, 1
ʌnˈwaɪnd, aɪn, 2
ʌnˈɜː(r)θ, ʌn, 1
ʌnˈɜː(r)θ, ɜːr, 2
ʌp, ʌp, 1
ʌptɜː(r)nd, ʌp, 1
ʌptɜː(r)nd, ɜːr, 2
ʌpˈdeɪt, ʌp, 1
ʌpˈdeɪt, eɪt, 2
ʌpˈend, ʌp, 1
ʌpˈend, en, 2
ʌpˈheld, ʌp, 1
ʌpˈheld, el, 2
ʌpˈset, ʌp, 1
ʌpˈset, et, 2
ʌpˈsetɪŋ, ʌp, 1
ʌpˈsetɪŋ, et, 2
ʌpˈsetɪŋ, yŋ, 3
ʌpˈɡreɪd, ʌp, 1
ʌpˈɡreɪd, eɪd, 2
ʌs, ʌs, 1
ˈaɪsɪŋ, aɪs, 1
ˈaɪsɪŋ, yŋ, 2
ˈaɪtəm, aɪt, 1
ˈaɪtəm, əm, 2
ˈaɪə(r)n, ɪər, 1
ˈaʊtfɪt, aʊt, 1
ˈaʊtfɪt, yt, 2
ˈaʊtlaɪn, aʊt, 1
ˈaʊtlaɪn, aɪn, 2
ˈaʊtɪdʒ, aʊt, 1
ˈaʊtɪdʒ, ydʒ, 2
ˈaʊtˌfləʊ, aʊt, 1
ˈaʊtˌkʌm, aʊt, 1
ˈaʊtˌkʌm, ʌm, 2
ˈaʊtˌlet, aʊt, 1
ˈaʊtˌlet, et, 2
ˈaʊtˌleɪ, aʊt, 1
ˈaʊtˌlɔː, aʊt, 1
ˈaʊtˌlʊk, aʊt, 1
ˈaʊtˌlʊk, ʊk, 2
ˈaʊtˌpʊt, aʊt, 1
ˈaʊtˌpʊt, ʊt, 2
ˈaʊə(r), ʊər, 1
ˈaʊəˌbɑːk, ʊəb, 1
ˈaʊəˌbɑːk, ɑːk, 2
ˈbaɪaʊt, aʊt, 1
ˈbaɪndɪŋ, aɪn, 1
ˈbaɪndɪŋ, yŋ, 2
ˈbaɪə(r), ɪər, 1
ˈbaɪˌbæk, aɪb, 1
ˈbaɪˌbæk, æk, 2
ˈbaʊə(r), ʊər, 1
ˈbentʃˌmɑː(r)k, en, 1
ˈbentʃˌmɑː(r)k, ɑːr, 2
ˈbenɪfɪt, en, 1
ˈbenɪfɪt, yf, 2
ˈbenɪfɪt, yt, 3
ˈberi, er, 1
ˈbetə(r), et, 1
ˈbetə(r), ər, 2
ˈbetɪŋ, et, 1
ˈbetɪŋ, yŋ, 2
ˈbev(ə)rɪdʒ, ev, 1
ˈbev(ə)rɪdʒ, ər, 2
ˈbev(ə)rɪdʒ, ydʒ, 3
ˈbeɪbi, eɪb, 1
ˈbeɪlaʊt, eɪl, 1
ˈbeɪlaʊt, aʊt, 2
ˈbeɪlɪ, eɪl, 1
ˈbeɪsɪks, eɪs, 1
ˈbeɪsɪks, yk, 2
ˈbeɪsɪs, eɪs, 1
ˈbeɪsɪs, ys, 2
ˈbeɪˈdʒɪŋ, eɪdʒ, 1
ˈbeɪˈdʒɪŋ, yŋ, 2
ˈbitəlz, əl, 1
ˈbiətrɪs, ys, 1
ˈbiːdəl, iːd, 1
ˈbiːdəl, əl, 2
ˈbiːtə, iːt, 1
ˈbiːtɪŋ, iːt, 1
ˈbiːtɪŋ, yŋ, 2
ˈbjuːɡ(ə)l, əl, 1
ˈbjʊərəˌkræt, ʊər, 1
ˈbjʊərəˌkræt, ək, 2
ˈbjʊərəˌkræt, æt, 3
ˈblendə(r), en, 1
ˈblendə(r), ər, 2
ˈblesɪŋ, es, 1
ˈblesɪŋ, yŋ, 2
ˈblækaʊt, æk, 1
ˈblækaʊt, aʊt, 2
ˈblækəndˈblækənd, æk, 1
ˈblækəndˈblækənd, ən, 2
ˈblækəndˈblækənd, æk, 3
ˈblækəndˈblækənd, ən, 4
ˈblækˌlɪst, æk, 1
ˈblækˌlɪst, ys, 2
ˈblækˌstəʊn, æk, 1
ˈblækˌstəʊn, əʊn, 2
ˈblɒkɪŋ, ɒk, 1
ˈblɒkɪŋ, yŋ, 2
ˈbləʊtɪd, əʊt, 1
ˈbləʊtɪd, yd, 2
ˈbləʊˌbæk, əʊb, 1
ˈbləʊˌbæk, æk, 2
ˈbraɪt(ə)n, aɪt, 1
ˈbraɪt(ə)n, ən, 2
ˈbraɪən, ɪən, 1
ˈbraʊnɪŋ, aʊn, 1
ˈbraʊnɪŋ, yŋ, 2
ˈbredˌwɪnə(r), ed, 1
ˈbredˌwɪnə(r), yn, 2
ˈbredˌwɪnə(r), ər, 3
ˈbreɪkɪŋ, eɪk, 1
ˈbreɪkɪŋ, yŋ, 2
ˈbreɪkˌdaʊn, eɪk, 1
ˈbreɪkˌdaʊn, aʊn, 2
ˈbreɪkθruː, eɪk, 1
ˈbreɪsɪŋ, eɪs, 1
ˈbreɪsɪŋ, yŋ, 2
ˈbriːfɪŋ, iːf, 1
ˈbriːfɪŋ, yŋ, 2
ˈbriːðɪŋ, iːð, 1
ˈbriːðɪŋ, yŋ, 2
ˈbruːnəʊ, uːn, 1
ˈbruːɪŋ, yŋ, 1
ˈbrædlɪ, æd, 1
ˈbrækɪt, æk, 1
ˈbrækɪt, yt, 2
ˈbrændən, æn, 1
ˈbrændən, ən, 2
ˈbrændɪd, æn, 1
ˈbrændɪd, yd, 2
ˈbrændɪŋ, æn, 1
ˈbrændɪŋ, yŋ, 2
ˈbrænsən, æn, 1
ˈbrænsən, ən, 2
ˈbrɔːd(ə)n, ɔːd, 1
ˈbrɔːd(ə)n, ən, 2
ˈbrɔːdˌkɑːst, ɔːd, 1
ˈbrɔːdˌkɑːst, ɑːs, 2
ˈbrəʊkə(r), əʊk, 1
ˈbrəʊkə(r), ər, 2
ˈbrəʊkən, əʊk, 1
ˈbrəʊkən, ən, 2
ˈbrəʊkərɪdʒ, əʊk, 1
ˈbrəʊkərɪdʒ, ər, 2
ˈbrəʊkərɪdʒ, ydʒ, 3
ˈbrəʊkɪŋ, əʊk, 1
ˈbrəʊkɪŋ, yŋ, 2
ˈbrɛkɪnˌrɪdʒ, yn, 1
ˈbrɛkɪnˌrɪdʒ, ydʒ, 2
ˈbrɪdʒɪz, ydʒ, 1
ˈbrɪdʒɪz, yz, 2
ˈbrɪdʒɪŋ, ydʒ, 1
ˈbrɪdʒɪŋ, yŋ, 2
ˈbrɪkˌjɑːd, yk, 1
ˈbrɪkˌjɑːd, ɑːd, 2
ˈbrɪtən, yt, 1
ˈbrɪtən, ən, 2
ˈbrɪzbən, yz, 1
ˈbrɪzbən, ən, 2
ˈbrʌnzwɪk, ʌn, 1
ˈbrʌnzwɪk, yk, 2
ˈbrʌðə(r), ʌð, 1
ˈbrʌðə(r), ər, 2
ˈbuːmə(r), uːm, 1
ˈbuːmə(r), ər, 2
ˈbweɪnɒs, eɪn, 1
ˈbweɪnɒs, ɒs, 2
ˈbækə(r), æk, 1
ˈbækə(r), ər, 2
ˈbækɪŋ, æk, 1
ˈbækɪŋ, yŋ, 2
ˈbækˌtræk, æk, 1
ˈbækˌtræk, æk, 2
ˈbælfɔː, æl, 1
ˈbæləns, æl, 1
ˈbæləns, ən, 2
ˈbælənst, æl, 1
ˈbælənst, ən, 2
ˈbælənsɪŋ, æl, 1
ˈbælənsɪŋ, ən, 2
ˈbælənsɪŋ, yŋ, 3
ˈbælɪ, æl, 1
ˈbændɑːr, æn, 1
ˈbændɑːr, ɑːr, 2
ˈbændɪdʒ, æn, 1
ˈbændɪdʒ, ydʒ, 2
ˈbændɪt, æn, 1
ˈbændɪt, yt, 2
ˈbænɪŋ, æn, 1
ˈbænɪŋ, yŋ, 2
ˈbæriə(r), ær, 1
ˈbærəl, ær, 1
ˈbærəl, əl, 2
ˈbærɪ, ær, 1
ˈbærɪŋtən, ær, 1
ˈbærɪŋtən, yŋ, 2
ˈbærɪŋtən, ən, 3
ˈbæt(ə)l, æt, 1
ˈbæt(ə)l, əl, 2
ˈbæt(ə)ri, æt, 1
ˈbæt(ə)ri, ər, 2
ˈbæt(ə)rɪŋ, æt, 1
ˈbæt(ə)rɪŋ, ər, 2
ˈbæt(ə)rɪŋ, yŋ, 3
ˈbætə(r)d, æt, 1
ˈbætə(r)d, ər, 2
ˈbæŋkrʌpt, æŋ, 1
ˈbæŋkrʌpt, ʌp, 2
ˈbæŋkrʌptsi, æŋ, 1
ˈbæŋkrʌptsi, ʌp, 2
ˈbæŋkɒk, æŋ, 1
ˈbæŋkɒk, ɒk, 2
ˈbæŋkə(r), æŋ, 1
ˈbæŋkə(r), ər, 2
ˈbæŋkɪŋ, æŋ, 1
ˈbæŋkɪŋ, yŋ, 2
ˈbæŋkˌnəʊt, æŋ, 1
ˈbæŋkˌnəʊt, əʊt, 2
ˈbɑː(r)ɡɪn, ɑːr, 1
ˈbɑː(r)ɡɪn, yn, 2
ˈbɑːkə, ɑːk, 1
ˈbɑːkʃɪə, ɑːk, 1
ˈbɑːrɪŋ, ɑːr, 1
ˈbɑːrɪŋ, yŋ, 2
ˈbɑːzəl, ɑːz, 1
ˈbɑːzəl, əl, 2
ˈbɒksɪŋ, ɒk, 1
ˈbɒksɪŋ, yŋ, 2
ˈbɒltɪd, ɒl, 1
ˈbɒltɪd, yd, 2
ˈbɒlɪˌvɑː, ɒl, 1
ˈbɒlɪˌvɑː, yv, 2
ˈbɒndˌhəʊldə(r), ɒn, 1
ˈbɒndˌhəʊldə(r), əʊl, 2
ˈbɒndˌhəʊldə(r), ər, 3
ˈbɒrəʊ, ɒr, 1
ˈbɒrəʊə(r), ɒr, 1
ˈbɒrəʊə(r), ʊər, 2
ˈbɒrəʊɪŋ, ɒr, 1
ˈbɒrəʊɪŋz, ɒr, 1
ˈbɒtəm, ɒt, 1
ˈbɒtəm, əm, 2
ˈbɒtəmɪŋ, ɒt, 1
ˈbɒtəmɪŋ, əm, 2
ˈbɒtəmɪŋ, yŋ, 3
ˈbɔrɪs, ys, 1
ˈbɔː(r)də(r), ɔːr, 1
ˈbɔː(r)də(r), ər, 2
ˈbɔː(r)dɪŋ, ɔːr, 1
ˈbɔː(r)dɪŋ, yŋ, 2
ˈbɔːdəzˈbɔrdərz, ɔːd, 1
ˈbɔːdəzˈbɔrdərz, əz, 2
ˈbɔːdəzˈbɔrdərz, ər, 3
ˈbɔːltɪk, ɔːl, 1
ˈbɔːltɪk, yk, 2
ˈbɔːnɪˌəʊ, ɔːn, 1
ˈbəʊlstə(r), əʊl, 1
ˈbəʊlstə(r), ər, 2
ˈbəʊnəs, əʊn, 1
ˈbəʊnəs, əs, 2
ˈbəʊtˌləʊd, əʊt, 1
ˈbəʊtˌləʊd, əʊd, 2
ˈbəʊən, ʊən, 1
ˈbəʊˌʃɒt, əʊʃ, 1
ˈbəʊˌʃɒt, ɒt, 2
ˈbɛnsən, ən, 1
ˈbɛnɪˌdɪkt, yd, 1
ˈbɛnɪˌdɪkt, yk, 2
ˈbɛvərli, ər, 1
ˈbɛərɪŋ, ər, 1
ˈbɛərɪŋ, yŋ, 2
ˈbɜrtrənd, ən, 1
ˈbɜː(r)dʒ(ə)nɪŋ, ɜːr, 1
ˈbɜː(r)dʒ(ə)nɪŋ, ən, 2
ˈbɜː(r)dʒ(ə)nɪŋ, yŋ, 3
ˈbɜː(r)nɪŋ, ɜːr, 1
ˈbɜː(r)nɪŋ, yŋ, 2
ˈbɜː(r)ɡə(r), ɜːr, 1
ˈbɜː(r)ɡə(r), ər, 2
ˈbɜːmɪŋəm, ɜːm, 1
ˈbɜːmɪŋəm, yŋ, 2
ˈbɜːmɪŋəm, əm, 3
ˈbɜːnstaɪn, ɜːn, 1
ˈbɜːnstaɪn, aɪn, 2
ˈbɜːnəd, ɜːn, 1
ˈbɜːnəd, əd, 2
ˈbɜːnˌsaɪdˈbɜrnˌsaɪd, ɜːn, 1
ˈbɜːnˌsaɪdˈbɜrnˌsaɪd, aɪd, 2
ˈbɜːnˌsaɪdˈbɜrnˌsaɪd, aɪd, 3
ˈbɜːsə, ɜːs, 1
ˈbɪdə(r), yd, 1
ˈbɪdə(r), ər, 2
ˈbɪdɪŋ, yd, 1
ˈbɪdɪŋ, yŋ, 2
ˈbɪldə(r), yl, 1
ˈbɪldə(r), ər, 2
ˈbɪldɪŋ, yl, 1
ˈbɪldɪŋ, yŋ, 2
ˈbɪldˌʌp, yl, 1
ˈbɪldˌʌp, ʌp, 2
ˈbɪljən, yl, 1
ˈbɪljən, ən, 2
ˈbɪltˈʌp, yl, 1
ˈbɪltˈʌp, ʌp, 2
ˈbɪzi, yz, 1
ˈbɪzmɑːk, yz, 1
ˈbɪzmɑːk, ɑːk, 2
ˈbɪznəs, yz, 1
ˈbɪznəs, əs, 2
ˈbɪznəsmæn, yz, 1
ˈbɪznəsmæn, əs, 2
ˈbɪznəsmæn, æn, 3
ˈbɪɡˌtaɪmˈbɪgˌtaɪm, aɪm, 1
ˈbɪɡˌtaɪmˈbɪgˌtaɪm, yg, 2
ˈbɪɡˌtaɪmˈbɪgˌtaɪm, aɪm, 3
ˈbʊfeɪ, ʊf, 1
ˈbʊkɪŋ, ʊk, 1
ˈbʊkɪŋ, yŋ, 2
ˈbʊlɪt, ʊl, 1
ˈbʊlɪt, yt, 2
ˈbʌb(ə)l, ʌb, 1
ˈbʌb(ə)l, əl, 2
ˈbʌdʒɪt, ʌdʒ, 1
ˈbʌdʒɪt, yt, 2
ˈbʌfə(r), ʌf, 1
ˈbʌfə(r), ər, 2
ˈbʌfɪt, ʌf, 1
ˈbʌfɪt, yt, 2
ˈbʌlkɪŋ, ʌl, 1
ˈbʌlkɪŋ, yŋ, 2
ˈbʌnd(ə)l, ʌn, 1
ˈbʌnd(ə)l, əl, 2
ˈbʌstɪd, ʌs, 1
ˈbʌstɪd, yd, 2
ˈbʌt(ə)n, ʌt, 1
ˈbʌt(ə)n, ən, 2
ˈbʌtrəs, ʌt, 1
ˈbʌtrəs, əs, 2
ˈbʌtə(r), ʌt, 1
ˈbʌtə(r), ər, 2
ˈdaɪəɡnəʊz, əʊz, 1
ˈdaɪəʊd, əʊd, 1
ˈdaʊnˌtɜː(r)n, aʊn, 1
ˈdaʊnˌtɜː(r)n, ɜːr, 2
ˈdaʊnˌɡreɪd, aʊn, 1
ˈdaʊnˌɡreɪd, eɪd, 2
ˈdedɪˌkeɪtɪd, ed, 1
ˈdedɪˌkeɪtɪd, yk, 2
ˈdedɪˌkeɪtɪd, eɪt, 3
ˈdedɪˌkeɪtɪd, yd, 4
ˈdedˌlaɪn, ed, 1
ˈdedˌlaɪn, aɪn, 2
ˈdedˌlɒkt, ed, 1
ˈdedˌlɒkt, ɒk, 2
ˈdefəsɪt, ef, 1
ˈdefəsɪt, əs, 2
ˈdefəsɪt, yt, 3
ˈdekeɪd, ek, 1
ˈdekeɪd, eɪd, 2
ˈdeləɡət, el, 1
ˈdeləɡət, ət, 2
ˈdeməkræt, em, 1
ˈdeməkræt, ək, 2
ˈdeməkræt, æt, 3
ˈdemənˌstreɪt, em, 1
ˈdemənˌstreɪt, ən, 2
ˈdemənˌstreɪt, eɪt, 3
ˈdemənˌstreɪtə(r), em, 1
ˈdemənˌstreɪtə(r), ən, 2
ˈdemənˌstreɪtə(r), eɪt, 3
ˈdemənˌstreɪtə(r), ər, 4
ˈdevəˌsteɪtɪd, ev, 1
ˈdevəˌsteɪtɪd, əs, 2
ˈdevəˌsteɪtɪd, eɪt, 3
ˈdevəˌsteɪtɪd, yd, 4
ˈdezɪɡˌneɪtɪd, ez, 1
ˈdezɪɡˌneɪtɪd, eɪt, 2
ˈdezɪɡˌneɪtɪd, yd, 3
ˈdeɪbjuː, eɪb, 1
ˈdeɪndʒə(r), eɪn, 1
ˈdeɪndʒə(r), ər, 2
ˈdeɪtə, eɪt, 1
ˈdeɪtɪd, eɪt, 1
ˈdeɪtɪd, yd, 2
ˈdiːfekt, iːf, 1
ˈdiːfekt, ek, 2
ˈdiːlə(r), iːl, 1
ˈdiːlə(r), ər, 2
ˈdiːlɪŋ, iːl, 1
ˈdiːlɪŋ, yŋ, 2
ˈdiːmənaɪz, iːm, 1
ˈdiːmənaɪz, ən, 2
ˈdiːmənaɪz, aɪz, 3
ˈdiːpən, iːp, 1
ˈdiːpən, ən, 2
ˈdiːpənɪŋ, iːp, 1
ˈdiːpənɪŋ, ən, 2
ˈdiːpənɪŋ, yŋ, 3
ˈdiːteɪl, iːt, 1
ˈdiːteɪl, eɪl, 2
ˈdiːteɪld, iːt, 1
ˈdiːteɪld, eɪl, 2
ˈdiːteɪlɪŋ, iːt, 1
ˈdiːteɪlɪŋ, eɪl, 2
ˈdiːteɪlɪŋ, yŋ, 3
ˈdjuːti, uːt, 1
ˈdjuːtɪz, uːt, 1
ˈdjuːtɪz, yz, 2
ˈdraɪvə(r), aɪv, 1
ˈdraɪvə(r), ər, 2
ˈdraɪvɪŋ, aɪv, 1
ˈdraɪvɪŋ, yŋ, 2
ˈdresɪŋ, es, 1
ˈdresɪŋ, yŋ, 2
ˈdrɑpɪŋ, yŋ, 1
ˈdrɔːɪŋ, yŋ, 1
ˈdrɔːˌbæk, ɔːb, 1
ˈdrɔːˌbæk, æk, 2
ˈdrɪv(ə)n, yv, 1
ˈdrɪv(ə)n, ən, 2
ˈduːɪŋ, yŋ, 1
ˈdwelɪŋ, el, 1
ˈdwelɪŋ, yŋ, 2
ˈdwɪnd(ə)l, yn, 1
ˈdwɪnd(ə)l, əl, 2
ˈdæmnəblɪ, æm, 1
ˈdæmnəblɪ, əb, 2
ˈdæmpən, æm, 1
ˈdæmpən, ən, 2
ˈdæmpɪŋ, æm, 1
ˈdæmpɪŋ, yŋ, 2
ˈdæmɪdʒ, æm, 1
ˈdæmɪdʒ, ydʒ, 2
ˈdæmɪdʒɪz, æm, 1
ˈdæmɪdʒɪz, ydʒ, 2
ˈdæmɪdʒɪz, yz, 3
ˈdæmɪŋ, æm, 1
ˈdæmɪŋ, yŋ, 2
ˈdæʃɪŋ, æʃ, 1
ˈdæʃɪŋ, yŋ, 2
ˈdɑː(r)kənd, ɑːr, 1
ˈdɑː(r)kənd, ən, 2
ˈdɑːklɪŋ, ɑːk, 1
ˈdɑːklɪŋ, yŋ, 2
ˈdɒkjʊmənt, ɒk, 1
ˈdɒkjʊmənt, ʊm, 2
ˈdɒkjʊmənt, ən, 3
ˈdɒktrɪn, ɒk, 1
ˈdɒktrɪn, yn, 2
ˈdɒktə(r), ɒk, 1
ˈdɒktə(r), ər, 2
ˈdɒlə(r), ɒl, 1
ˈdɒlə(r), ər, 2
ˈdɒmɪneɪt, ɒm, 1
ˈdɒmɪneɪt, yn, 2
ˈdɒmɪneɪt, eɪt, 3
ˈdɒmɪnəʊ, ɒm, 1
ˈdɒmɪnəʊ, yn, 2
ˈdɒɡˌfaɪtɪŋ, aɪt, 1
ˈdɒɡˌfaɪtɪŋ, yŋ, 2
ˈdɔːlɪs, ɔːl, 1
ˈdɔːlɪs, ys, 2
ˈdɔːtə(r), ɔːt, 1
ˈdɔːtə(r), ər, 2
ˈdɔːˌpəʊst, ɔːp, 1
ˈdɔːˌpəʊst, əʊs, 2
ˈdɜː(r)ti, ɜːr, 1
ˈdɪdʒɪtaɪz, ydʒ, 1
ˈdɪdʒɪtaɪz, yt, 2
ˈdɪdʒɪtaɪz, aɪz, 3
ˈdɪf(ə)rɪŋ, yf, 1
ˈdɪf(ə)rɪŋ, ər, 2
ˈdɪf(ə)rɪŋ, yŋ, 3
ˈdɪfrəns, yf, 1
ˈdɪfrəns, ən, 2
ˈdɪfə(r), yf, 1
ˈdɪfə(r), ər, 2
ˈdɪfɪk(ə)lti, yf, 1
ˈdɪfɪk(ə)lti, yk, 2
ˈdɪfɪk(ə)lti, əl, 3
ˈdɪmə(r), ym, 1
ˈdɪmə(r), ər, 2
ˈdɪskəs, ys, 1
ˈdɪskəs, əs, 2
ˈdɪsləkeɪt, ys, 1
ˈdɪsləkeɪt, ək, 2
ˈdɪsləkeɪt, eɪt, 3
ˈdɪstrɪkt, ys, 1
ˈdɪstrɪkt, yk, 2
ˈdɪstəns, ys, 1
ˈdɪstəns, ən, 2
ˈdɪsəplɪn, ys, 1
ˈdɪsəplɪn, əp, 2
ˈdɪsəplɪn, yn, 3
ˈdɪsəplɪnd, ys, 1
ˈdɪsəplɪnd, əp, 2
ˈdɪsəplɪnd, yn, 3
ˈdɪsˌkaʊnt, ys, 1
ˈdɪsˌkaʊnt, aʊn, 2
ˈdɪvɪdend, yv, 1
ˈdɪvɪdend, yd, 2
ˈdɪvɪdend, en, 3
ˈdɪɡnɪfaɪd, yf, 1
ˈdɪɡnɪfaɪd, aɪd, 2
ˈdʌb(ə)l, ʌb, 1
ˈdʌb(ə)l, əl, 2
ˈdʌz(ə)n, ʌz, 1
ˈdʌz(ə)n, ən, 2
ˈdʒaɪənt, ɪən, 1
ˈdʒenəreɪt, en, 1
ˈdʒenəreɪt, ər, 2
ˈdʒenəreɪt, eɪt, 3
ˈdʒenəˌreɪtə(r), en, 1
ˈdʒenəˌreɪtə(r), ər, 2
ˈdʒenəˌreɪtə(r), eɪt, 3
ˈdʒenəˌreɪtə(r), ər, 4
ˈdʒepə(r)daɪz, ep, 1
ˈdʒepə(r)daɪz, ər, 2
ˈdʒepə(r)daɪz, aɪz, 3
ˈdʒetɪs(ə)n, et, 1
ˈdʒetɪs(ə)n, ys, 2
ˈdʒetɪs(ə)n, ən, 3
ˈdʒɒbləs, ɒb, 1
ˈdʒɒbləs, əs, 2
ˈdʒɒs(ə)l, ɒs, 1
ˈdʒɒs(ə)l, əl, 2
ˈdʒɒɡɪŋ, yŋ, 1
ˈdʒɛntəlmənz, əl, 1
ˈdʒɛntəlmənz, ən, 2
ˈdʒɜː(r)mən, ɜːr, 1
ˈdʒɜː(r)mən, ən, 2
ˈdʒɜː(r)n(ə)l, ɜːr, 1
ˈdʒɜː(r)n(ə)l, əl, 2
ˈdʒɜː(r)nəlɪst, ɜːr, 1
ˈdʒɜː(r)nəlɪst, əl, 2
ˈdʒɜː(r)nəlɪst, ys, 3
ˈdʒʌstɪfaɪd, ʌs, 1
ˈdʒʌstɪfaɪd, yf, 2
ˈdʒʌstɪfaɪd, aɪd, 3
ˈedjʊkeɪt, ed, 1
ˈedjʊkeɪt, ʊk, 2
ˈedjʊkeɪt, eɪt, 3
ˈedjʊˌkeɪtɪd, ed, 1
ˈedjʊˌkeɪtɪd, ʊk, 2
ˈedjʊˌkeɪtɪd, eɪt, 3
ˈedjʊˌkeɪtɪd, yd, 4
ˈedɪtə(r), ed, 1
ˈedɪtə(r), yt, 2
ˈedɪtə(r), ər, 3
ˈedɪtɪd, ed, 1
ˈedɪtɪd, yt, 2
ˈedɪtɪd, yd, 3
ˈefə(r)t, ef, 1
ˈefə(r)t, ər, 2
ˈekspɔː(r)t, ek, 1
ˈekspɔː(r)t, ɔːr, 2
ˈekspɜː(r)t, ek, 1
ˈekspɜː(r)t, ɜːr, 2
ˈekstrədaɪt, ek, 1
ˈekstrədaɪt, əd, 2
ˈekstrədaɪt, aɪt, 3
ˈeksə(r)saɪz, ek, 1
ˈeksə(r)saɪz, ər, 2
ˈeksə(r)saɪz, aɪz, 3
ˈeksəʊˌskelɪt(ə)n, ek, 1
ˈeksəʊˌskelɪt(ə)n, əʊs, 2
ˈeksəʊˌskelɪt(ə)n, el, 3
ˈeksəʊˌskelɪt(ə)n, yt, 4
ˈeksəʊˌskelɪt(ə)n, ən, 5
ˈeksɪt, ek, 1
ˈeksɪt, yt, 2
ˈeksɪˌkjuːt, ek, 1
ˈeksɪˌkjuːt, yk, 2
ˈeksɪˌkjuːt, uːt, 3
ˈekwəti, ek, 1
ˈekwəti, ət, 2
ˈekəʊ, ek, 1
ˈeldə(r), el, 1
ˈeldə(r), ər, 2
ˈeldəst, el, 1
ˈeldəst, əs, 2
ˈeləveɪtə(r), el, 1
ˈeləveɪtə(r), əv, 2
ˈeləveɪtə(r), eɪt, 3
ˈeləveɪtə(r), ər, 4
ˈeləˌveɪtɪd, el, 1
ˈeləˌveɪtɪd, əv, 2
ˈeləˌveɪtɪd, eɪt, 3
ˈeləˌveɪtɪd, yd, 4
ˈelɪmənt, el, 1
ˈelɪmənt, ym, 2
ˈelɪmənt, ən, 3
ˈemfəsaɪz, em, 1
ˈemfəsaɪz, əs, 2
ˈemfəsaɪz, aɪz, 3
ˈendɪŋ, en, 1
ˈendɪŋ, yŋ, 2
ˈendʒɪn, en, 1
ˈendʒɪn, yn, 2
ˈentə(r), en, 1
ˈentə(r), ər, 2
ˈentə(r)ˌpraɪz, en, 1
ˈentə(r)ˌpraɪz, ər, 2
ˈentə(r)ˌpraɪz, aɪz, 3
